session_id,faculty_id,batch_id,session_date,session_allocated,session_taken,session_left,session_status
5128,4969,4130,2025-05-30,0.25,0.0,0.25,Pending
5129,5931,4173,2025-06-27,0.75,0.25,0.5,Partial
5130,5471,4273,2025-07-18,1.0,1.0,0.0,Completed
5131,2648,4045,2025-09-17,0.25,1.0,-0.75,Partial
5132,1373,4268,2026-03-12,0.25,0.5,-0.25,Partial
5133,5599,4347,2025-12-27,0.5,0.25,0.25,Partial
5134,5032,4213,2025-07-26,0.75,0.75,0.0,Completed
5135,1595,4062,2025-12-15,0.25,0.5,-0.25,Partial
5136,2179,4350,2026-02-22,0.75,0.5,0.25,Partial
5137,1362,4488,2025-09-20,0.25,0.0,0.25,Pending
5138,4881,4201,2026-03-03,0.5,0.75,-0.25,Partial
5139,5063,4454,2025-08-15,0.5,0.0,0.5,Pending
5140,4619,4120,2026-01-05,0.75,1.0,-0.25,Partial
5141,3533,4412,2025-12-29,0.5,1.0,-0.5,Partial
5142,5748,4337,2025-11-14,1.0,0.25,0.75,Partial
5143,4368,4340,2025-07-14,0.25,0.5,-0.25,Partial
5144,1130,4351,2025-05-22,1.0,0.75,0.25,Partial
5145,3310,4343,2026-05-03,0.75,0.0,0.75,Pending
5146,5892,4252,2025-08-17,0.25,0.0,0.25,Pending
5147,1434,4068,2026-04-10,0.5,0.75,-0.25,Partial
5148,3280,4450,2025-07-06,0.25,0.0,0.25,Pending
5149,3687,4498,2025-05-21,0.25,0.0,0.25,Pending
5150,5139,4157,2026-04-23,0.75,0.25,0.5,Partial
5151,4775,4169,2026-01-04,1.0,0.25,0.75,Partial
5152,4222,4257,2025-12-25,1.0,0.25,0.75,Partial
5153,4265,4167,2026-03-22,0.25,0.25,0.0,Completed
5154,2624,4061,2025-06-20,1.0,0.0,1.0,Pending
5155,1648,4304,2025-12-11,1.0,0.0,1.0,Pending
5156,1355,4109,2025-11-06,0.75,0.5,0.25,Partial
5157,3979,4173,2025-09-30,1.0,0.75,0.25,Partial
5158,2356,4400,2025-12-17,0.5,0.0,0.5,Pending
5159,5099,4256,2026-04-27,0.0,1.0,-1.0,Partial
5160,1610,4082,2025-12-06,0.5,0.75,-0.25,Partial
5161,5700,4204,2025-10-10,0.25,0.0,0.25,Pending
5162,4343,4117,2025-08-13,0.5,0.0,0.5,Pending
5163,3747,4438,2026-04-03,1.0,0.5,0.5,Partial
5164,2928,4141,2025-12-28,0.25,0.0,0.25,Pending
5165,5693,4133,2025-11-26,0.25,1.0,-0.75,Partial
5166,5469,4049,2026-01-25,0.25,1.0,-0.75,Partial
5167,2872,4065,2025-07-24,0.5,0.0,0.5,Pending
5168,1353,4197,2025-10-05,0.25,0.75,-0.5,Partial
5169,1178,4142,2025-09-01,0.75,0.25,0.5,Partial
5170,4737,4152,2025-12-13,1.0,0.0,1.0,Pending
5171,1418,4110,2025-10-15,0.75,0.25,0.5,Partial
5172,1974,4350,2025-07-15,0.25,0.5,-0.25,Partial
5173,1749,4091,2026-03-27,0.75,1.0,-0.25,Partial
5174,5603,4410,2025-07-13,0.25,0.5,-0.25,Partial
5175,2952,4097,2025-07-02,0.25,0.25,0.0,Completed
5176,3121,4248,2026-02-01,0.75,0.0,0.75,Pending
5177,1157,4499,2025-12-13,0.75,0.0,0.75,Pending
5178,1867,4052,2025-07-19,0.5,0.75,-0.25,Partial
5179,4737,4431,2025-11-23,0.5,0.75,-0.25,Partial
5180,5299,4053,2026-04-29,0.5,0.5,0.0,Completed
5181,1652,4180,2025-11-24,0.75,1.0,-0.25,Partial
5182,3476,4396,2026-01-18,0.5,0.75,-0.25,Partial
5183,5267,4214,2026-04-14,1.0,0.0,1.0,Pending
5184,4115,4287,2025-10-22,0.5,0.5,0.0,Completed
5185,1348,4328,2025-05-15,0.25,0.75,-0.5,Partial
5186,3944,4138,2025-06-15,0.75,0.5,0.25,Partial
5187,5753,4180,2026-04-22,1.0,1.0,0.0,Completed
5188,2966,4119,2026-01-22,0.75,0.75,0.0,Completed
5189,2636,4366,2025-12-21,1.0,1.0,0.0,Completed
5190,4796,4371,2025-09-27,1.0,0.5,0.5,Partial
5191,2568,4037,2026-01-26,0.5,0.25,0.25,Partial
5192,3599,4196,2025-11-05,0.25,0.0,0.25,Pending
5193,2366,4403,2026-01-30,1.0,0.5,0.5,Partial
5194,1438,4008,2025-07-04,0.25,0.75,-0.5,Partial
5195,1931,4236,2026-02-03,1.0,0.25,0.75,Partial
5196,1577,4003,2025-05-27,0.75,0.5,0.25,Partial
5197,2997,4431,2025-08-02,1.0,0.0,1.0,Pending
5198,3053,4080,2026-03-16,0.5,0.25,0.25,Partial
5199,1024,4109,2025-11-04,0.25,1.0,-0.75,Partial
5200,2675,4068,2025-10-21,0.75,0.0,0.75,Pending
5201,1946,4157,2025-11-08,0.5,0.0,0.5,Pending
5202,4522,4007,2025-09-06,0.75,0.0,0.75,Pending
5203,2408,4375,2025-10-18,0.5,0.5,0.0,Completed
5204,5347,4441,2026-02-17,1.0,0.0,1.0,Pending
5205,2098,4478,2025-07-09,0.5,0.25,0.25,Partial
5206,1965,4126,2026-01-02,0.75,0.75,0.0,Completed
5207,5359,4215,2025-07-28,0.25,0.0,0.25,Pending
5208,2611,4172,2025-07-23,1.0,1.0,0.0,Completed
5209,5552,4203,2026-02-20,1.0,0.5,0.5,Partial
5210,4388,4495,2025-06-23,0.5,0.5,0.0,Completed
5211,2360,4247,2025-09-28,0.75,0.25,0.5,Partial
5212,4101,4419,2026-01-15,0.75,1.0,-0.25,Partial
5213,4977,4377,2025-09-19,0.0,0.5,-0.5,Partial
5214,3136,4047,2025-08-30,1.0,0.75,0.25,Partial
5215,3884,4388,2026-02-27,1.0,0.0,1.0,Pending
5216,3935,4221,2026-01-22,0.25,1.0,-0.75,Partial
5217,1318,4039,2026-04-27,0.75,0.0,0.75,Pending
5218,5969,4242,2025-06-05,0.75,0.0,0.75,Pending
5219,2755,4393,2026-01-02,0.25,0.25,0.0,Completed
5220,5923,4287,2025-06-11,0.75,0.0,0.75,Pending
5221,1413,4484,2026-03-23,1.0,0.0,1.0,Pending
5222,1970,4242,2026-01-13,0.5,0.75,-0.25,Partial
5223,1003,4318,2025-06-13,0.25,0.25,0.0,Completed
5224,2249,4167,2025-07-24,1.0,0.5,0.5,Partial
5225,2219,4482,2025-09-05,0.25,0.75,-0.5,Partial
5226,5096,4329,2025-07-18,0.5,0.75,-0.25,Partial
5227,3342,4334,2026-04-04,1.0,1.0,0.0,Completed
5228,4163,4073,2025-10-13,0.5,0.75,-0.25,Partial
5229,2517,4050,2025-07-03,0.75,0.75,0.0,Completed
5230,3270,4311,2026-03-02,0.75,0.0,0.75,Pending
5231,1960,4096,2025-07-16,0.25,1.0,-0.75,Partial
5232,4616,4357,2025-06-21,0.0,1.0,-1.0,Partial
5233,2268,4298,2026-03-08,1.0,0.0,1.0,Pending
5234,3422,4063,2025-05-17,0.75,0.25,0.5,Partial
5235,2240,4276,2025-07-13,0.75,0.75,0.0,Completed
5236,5779,4058,2025-10-29,0.5,1.0,-0.5,Partial
5237,4660,4248,2025-09-14,0.75,0.0,0.75,Pending
5238,4965,4268,2026-03-27,0.25,0.0,0.25,Pending
5239,2588,4246,2025-06-08,0.75,0.75,0.0,Completed
5240,1077,4263,2025-09-03,0.25,0.25,0.0,Completed
5241,3933,4109,2025-06-16,0.25,0.0,0.25,Pending
5242,3633,4100,2025-11-18,0.75,0.75,0.0,Completed
5243,3894,4404,2025-12-21,0.25,0.75,-0.5,Partial
5244,1232,4247,2026-03-04,1.0,0.0,1.0,Pending
5245,3344,4207,2026-03-17,0.75,0.0,0.75,Pending
5246,5745,4281,2026-03-13,1.0,1.0,0.0,Completed
5247,1063,4038,2025-09-20,0.25,0.25,0.0,Completed
5248,1442,4401,2026-03-27,0.25,0.0,0.25,Pending
5249,3174,4121,2025-11-24,0.25,0.5,-0.25,Partial
5250,5093,4360,2026-01-24,0.5,0.0,0.5,Pending
5251,4163,4203,2025-07-03,0.25,0.25,0.0,Completed
5252,5176,4179,2025-07-24,0.75,0.0,0.75,Pending
5253,1973,4136,2025-09-20,0.25,0.0,0.25,Pending
5254,4756,4140,2025-12-27,0.75,0.75,0.0,Completed
5255,5280,4027,2025-11-05,0.25,0.25,0.0,Completed
5256,2715,4033,2025-09-12,1.0,1.0,0.0,Completed
5257,3031,4485,2025-05-09,0.5,0.25,0.25,Partial
5258,5311,4057,2026-03-23,0.75,0.5,0.25,Partial
5259,4672,4030,2026-01-18,1.0,0.75,0.25,Partial
5260,4787,4264,2026-05-04,0.5,0.75,-0.25,Partial
5261,2544,4023,2026-01-26,0.5,1.0,-0.5,Partial
5262,5176,4243,2026-04-24,1.0,0.75,0.25,Partial
5263,1745,4006,2025-11-27,0.5,1.0,-0.5,Partial
5264,4231,4366,2025-12-22,0.25,1.0,-0.75,Partial
5265,5182,4325,2026-02-27,0.5,0.5,0.0,Completed
5266,4234,4330,2025-09-30,1.0,0.5,0.5,Partial
5267,3806,4224,2026-02-22,0.25,0.5,-0.25,Partial
5268,2109,4374,2025-10-12,1.0,0.0,1.0,Pending
5269,1666,4399,2026-03-18,0.5,0.0,0.5,Pending
5270,2540,4045,2025-05-11,0.25,0.25,0.0,Completed
5271,4023,4147,2025-07-23,0.75,1.0,-0.25,Partial
5272,1683,4321,2026-04-17,1.0,0.75,0.25,Partial
5273,4556,4147,2025-05-25,1.0,0.25,0.75,Partial
5274,2700,4203,2026-05-04,0.25,0.5,-0.25,Partial
5275,2176,4130,2025-11-18,0.75,1.0,-0.25,Partial
5276,5436,4188,2025-12-16,0.5,0.5,0.0,Completed
5277,5097,4212,2025-12-09,1.0,0.5,0.5,Partial
5278,2001,4478,2026-02-13,0.75,0.25,0.5,Partial
5279,1622,4407,2026-03-04,0.5,0.0,0.5,Pending
5280,3520,4158,2026-02-22,0.5,1.0,-0.5,Partial
5281,1826,4364,2026-01-23,0.75,0.75,0.0,Completed
5282,3897,4151,2025-06-04,0.75,0.25,0.5,Partial
5283,1293,4152,2025-06-15,0.0,0.75,-0.75,Partial
5284,3646,4144,2025-11-13,0.25,0.75,-0.5,Partial
5285,3478,4313,2025-11-18,0.25,1.0,-0.75,Partial
5286,4262,4359,2025-08-31,0.0,0.75,-0.75,Partial
5287,4868,4170,2025-10-02,0.75,1.0,-0.25,Partial
5288,2730,4259,2025-12-04,1.0,0.0,1.0,Pending
5289,5147,4400,2025-09-12,1.0,0.25,0.75,Partial
5290,3072,4072,2025-08-18,0.5,1.0,-0.5,Partial
5291,2586,4495,2026-01-20,1.0,1.0,0.0,Completed
5292,2452,4290,2025-05-27,1.0,1.0,0.0,Completed
5293,4288,4340,2025-12-18,1.0,0.75,0.25,Partial
5294,3967,4073,2025-11-02,0.75,0.5,0.25,Partial
5295,4380,4155,2025-08-14,0.5,1.0,-0.5,Partial
5296,1271,4223,2026-04-26,1.0,0.5,0.5,Partial
5297,5584,4256,2026-04-03,0.75,0.25,0.5,Partial
5298,5244,4114,2025-09-05,1.0,0.75,0.25,Partial
5299,5367,4322,2026-02-15,0.25,1.0,-0.75,Partial
5300,4061,4152,2025-10-19,0.75,0.0,0.75,Pending
5301,3180,4094,2026-03-19,0.75,1.0,-0.25,Partial
5302,3117,4323,2025-07-18,0.75,0.0,0.75,Pending
5303,1226,4373,2025-09-15,0.25,0.5,-0.25,Partial
5304,1394,4172,2025-06-01,0.5,0.0,0.5,Pending
5305,4787,4058,2025-11-08,1.0,0.5,0.5,Partial
5306,3797,4077,2025-06-25,0.75,1.0,-0.25,Partial
5307,3464,4095,2025-08-31,1.0,1.0,0.0,Completed
5308,3456,4006,2026-01-22,0.5,0.5,0.0,Completed
5309,4777,4451,2025-05-19,0.5,1.0,-0.5,Partial
5310,1822,4416,2026-04-25,0.0,1.0,-1.0,Partial
5311,1940,4347,2026-04-09,0.25,0.25,0.0,Completed
5312,3930,4254,2025-10-14,0.5,0.0,0.5,Pending
5313,5432,4214,2025-10-01,0.25,0.75,-0.5,Partial
5314,2189,4445,2025-09-12,0.75,0.25,0.5,Partial
5315,4631,4377,2025-07-08,1.0,0.75,0.25,Partial
5316,4784,4317,2025-07-03,0.5,0.75,-0.25,Partial
5317,5709,4447,2026-02-07,0.25,0.25,0.0,Completed
5318,5016,4276,2025-10-19,1.0,0.0,1.0,Pending
5319,4355,4123,2026-02-26,1.0,0.5,0.5,Partial
5320,1533,4436,2025-07-16,1.0,0.75,0.25,Partial
5321,5982,4258,2025-12-05,0.75,1.0,-0.25,Partial
5322,2915,4233,2025-08-28,0.25,0.25,0.0,Completed
5323,5239,4090,2025-07-27,1.0,0.25,0.75,Partial
5324,5495,4052,2026-03-07,0.25,0.5,-0.25,Partial
5325,5038,4322,2025-06-01,0.25,0.75,-0.5,Partial
5326,1262,4358,2025-08-27,0.5,0.0,0.5,Pending
5327,5212,4293,2026-05-02,0.75,0.0,0.75,Pending
5328,2767,4033,2025-07-08,1.0,0.75,0.25,Partial
5329,5628,4391,2025-09-29,0.25,0.5,-0.25,Partial
5330,3107,4425,2025-10-03,0.25,0.5,-0.25,Partial
5331,1329,4047,2026-04-30,1.0,0.25,0.75,Partial
5332,5764,4276,2025-10-10,1.0,0.25,0.75,Partial
5333,5146,4168,2025-10-25,0.5,0.5,0.0,Completed
5334,4215,4430,2026-04-13,0.0,0.0,0.0,Completed
5335,2020,4310,2025-07-10,0.5,0.0,0.5,Pending
5336,1636,4073,2025-11-25,0.75,0.25,0.5,Partial
5337,3473,4268,2026-02-10,0.75,1.0,-0.25,Partial
5338,1613,4196,2026-01-21,0.25,0.25,0.0,Completed
5339,1126,4050,2026-02-22,1.0,0.5,0.5,Partial
5340,1851,4218,2026-02-02,1.0,0.0,1.0,Pending
5341,5631,4380,2025-07-01,0.25,0.5,-0.25,Partial
5342,2106,4498,2026-03-31,0.5,0.5,0.0,Completed
5343,4424,4191,2026-03-22,0.5,0.5,0.0,Completed
5344,3424,4491,2025-07-09,0.25,0.5,-0.25,Partial
5345,2647,4033,2026-02-17,0.5,0.75,-0.25,Partial
5346,3346,4451,2025-06-12,0.5,0.25,0.25,Partial
5347,1950,4199,2025-09-01,0.5,0.25,0.25,Partial
5348,1364,4459,2025-06-02,0.25,0.25,0.0,Completed
5349,2011,4269,2025-12-25,0.75,1.0,-0.25,Partial
5350,2463,4097,2025-11-24,0.0,1.0,-1.0,Partial
5351,3229,4020,2026-03-01,0.0,0.75,-0.75,Partial
5352,4172,4199,2026-02-08,0.25,0.5,-0.25,Partial
5353,1744,4184,2025-07-29,0.5,0.25,0.25,Partial
5354,3284,4406,2025-08-23,0.25,1.0,-0.75,Partial
5355,1973,4388,2025-07-11,1.0,0.25,0.75,Partial
5356,1581,4016,2025-10-08,1.0,0.0,1.0,Pending
5357,4408,4342,2026-02-01,1.0,1.0,0.0,Completed
5358,1315,4065,2025-05-27,0.75,1.0,-0.25,Partial
5359,1706,4349,2026-01-02,0.5,0.5,0.0,Completed
5360,4709,4436,2026-02-26,0.5,0.0,0.5,Pending
5361,2888,4379,2025-10-05,1.0,0.25,0.75,Partial
5362,3045,4124,2025-08-15,0.25,0.0,0.25,Pending
5363,5080,4301,2025-11-11,0.75,1.0,-0.25,Partial
5364,4487,4279,2026-01-25,0.25,0.75,-0.5,Partial
5365,2551,4033,2025-07-24,0.25,0.5,-0.25,Partial
5366,5110,4183,2026-03-03,1.0,0.25,0.75,Partial
5367,1901,4294,2026-01-06,0.5,0.25,0.25,Partial
5368,2895,4207,2026-03-17,0.25,0.0,0.25,Pending
5369,2259,4212,2025-11-23,1.0,0.0,1.0,Pending
5370,1317,4268,2026-04-05,0.5,0.75,-0.25,Partial
5371,2821,4131,2025-10-15,0.25,0.0,0.25,Pending
5372,2798,4141,2026-01-02,1.0,0.75,0.25,Partial
5373,5755,4148,2025-12-03,0.75,0.25,0.5,Partial
5374,2761,4277,2026-04-26,0.25,0.0,0.25,Pending
5375,4524,4430,2025-07-15,0.0,0.75,-0.75,Partial
5376,4402,4327,2025-06-13,1.0,0.25,0.75,Partial
5377,3398,4008,2025-12-22,0.0,0.25,-0.25,Partial
5378,2268,4036,2025-11-20,0.25,1.0,-0.75,Partial
5379,2026,4176,2026-03-12,0.25,0.0,0.25,Pending
5380,4927,4124,2025-07-15,0.75,1.0,-0.25,Partial
5381,4152,4437,2026-03-03,1.0,0.75,0.25,Partial
5382,4205,4445,2025-09-18,0.75,0.5,0.25,Partial
5383,4981,4233,2026-02-17,0.5,0.75,-0.25,Partial
5384,2499,4411,2025-09-27,0.5,0.0,0.5,Pending
5385,1754,4113,2025-07-17,0.5,0.25,0.25,Partial
5386,2052,4479,2025-08-08,0.25,0.5,-0.25,Partial
5387,3181,4312,2025-12-31,0.25,1.0,-0.75,Partial
5388,5245,4478,2026-04-12,1.0,0.5,0.5,Partial
5389,3561,4202,2026-03-11,0.75,0.75,0.0,Completed
5390,1111,4490,2025-06-26,0.0,0.25,-0.25,Partial
5391,1702,4438,2026-02-13,1.0,0.75,0.25,Partial
5392,3818,4092,2025-10-12,0.75,0.25,0.5,Partial
5393,5745,4421,2025-12-29,0.25,0.5,-0.25,Partial
5394,3570,4174,2026-02-24,0.5,0.0,0.5,Pending
5395,5914,4327,2026-04-11,0.75,0.25,0.5,Partial
5396,5456,4074,2026-02-28,0.75,1.0,-0.25,Partial
5397,5825,4135,2026-01-26,1.0,0.0,1.0,Pending
5398,2205,4475,2025-08-18,0.5,1.0,-0.5,Partial
5399,2661,4158,2025-10-21,0.75,1.0,-0.25,Partial
5400,4728,4490,2025-10-27,0.75,0.25,0.5,Partial
5401,4181,4057,2026-02-25,0.5,1.0,-0.5,Partial
5402,4774,4083,2025-06-21,0.75,0.25,0.5,Partial
5403,1546,4208,2026-02-09,1.0,0.25,0.75,Partial
5404,1388,4293,2026-04-01,1.0,1.0,0.0,Completed
5405,4546,4154,2025-07-07,0.25,0.25,0.0,Completed
5406,5738,4244,2025-05-13,0.25,0.0,0.25,Pending
5407,5822,4379,2026-02-17,1.0,1.0,0.0,Completed
5408,4445,4248,2025-05-25,0.25,0.75,-0.5,Partial
5409,5424,4487,2026-02-09,0.5,0.75,-0.25,Partial
5410,1478,4037,2025-08-16,0.25,0.25,0.0,Completed
5411,1617,4340,2026-04-28,0.0,0.25,-0.25,Partial
5412,1385,4385,2026-04-09,0.75,1.0,-0.25,Partial
5413,4882,4011,2026-03-02,0.5,0.0,0.5,Pending
5414,5936,4193,2025-06-05,0.5,1.0,-0.5,Partial
5415,3107,4237,2025-08-21,0.0,1.0,-1.0,Partial
5416,2101,4099,2025-09-21,0.25,0.0,0.25,Pending
5417,1250,4439,2025-07-29,0.25,0.0,0.25,Pending
5418,4173,4386,2025-12-31,0.75,0.25,0.5,Partial
5419,5356,4283,2025-07-24,0.75,0.5,0.25,Partial
5420,3650,4319,2026-02-13,0.5,1.0,-0.5,Partial
5421,3517,4252,2025-07-02,0.75,0.5,0.25,Partial
5422,5978,4092,2026-05-05,1.0,1.0,0.0,Completed
5423,3317,4433,2026-03-08,0.75,0.5,0.25,Partial
5424,4780,4214,2026-04-05,0.5,1.0,-0.5,Partial
5425,5705,4274,2026-02-14,1.0,0.0,1.0,Pending
5426,5453,4109,2026-01-09,0.75,0.5,0.25,Partial
5427,1011,4492,2025-06-24,1.0,0.25,0.75,Partial
5428,2950,4420,2025-12-17,0.25,1.0,-0.75,Partial
5429,3850,4446,2025-09-18,0.5,1.0,-0.5,Partial
5430,3647,4226,2025-12-11,0.5,0.0,0.5,Pending
